h3_index,lat,lon,reisezeit_stunden
84b26d7ffffffff,-29.33261735309349,-60.2263896633622,22.931827545166016
84f0e95ffffffff,-73.07880312808882,47.02164511474348,16.548994064331055
8427995ffffffff,44.7654669872583,-107.1849624561401,14.23130989074707
8424545ffffffff,44.14418785084489,107.503912807988,21.1016845703125
84a90edffffffff,-29.76762759252502,-50.735667328381766,17.460758209228516
842c841ffffffff,32.47431510912363,45.622748389788356,11.112372398376465
844019bffffffff,28.949790239560773,106.4024605142461,15.149435043334961
84f0265ffffffff,-81.3443446501989,87.34205523330033,30.47577667236328
8428833ffffffff,45.712795186159994,-116.41890276128802,15.194090843200684
84974c3ffffffff,-19.690952663155546,21.38250181727654,21.69154167175293
842d863ffffffff,33.26450092056077,37.5917280539475,9.46947956085205
84b84ebffffffff,-29.30666740488907,120.13980313466524,29.46246910095215
84ef4b9ffffffff,-71.69551718987512,-65.59881328146784,30.47577667236328
84ac9edffffffff,-16.52898289852278,17.09896337673469,22.555133819580078
84028abffffffff,71.74680128227143,-123.63469254643736,31.157350540161133
842e0d5ffffffff,39.03425280091255,140.1185824170597,17.08290672302246
8444487ffffffff,33.74285468738625,-92.97958087153009,14.549251556396484
846d66dffffffff,13.966250909658257,-88.02419512242014,16.42823028564453
84b2c1dffffffff,-34.12306117631672,-70.74266542605679,19.571300506591797
84ce857ffffffff,-41.065496553583195,-71.79805262506578,20.39504623413086
846bb2dffffffff,7.9351314012590874,14.66286120602757,14.894596099853516
842c16dffffffff,35.758969629713555,42.795726747117335,10.04699993133545
842408bffffffff,44.58405481317797,105.52878384798643,17.700834274291992
84666b9ffffffff,3.866110538403495,-65.69567951491504,84.9992904663086
8468aebffffffff,2.7898787709664097,115.75313737514695,24.840036392211914
841559dffffffff,61.22648127331187,130.81675006947012,14.583406448364258
84146a5ffffffff,60.121487295167256,141.4318256157343,37.02895736694336
8430a5dffffffff,37.02533508682033,118.56607590993312,15.159099578857422
84b89e5ffffffff,-20.055781687658207,134.737382897325,34.862327575683594
84299e3ffffffff,39.390446694171104,-113.87393925963816,17.03630256652832
8496c5bffffffff,-7.129751713923213,24.26554489832552,17.3155517578125
8468457ffffffff,10.009863056593929,125.21756632734667,20.085176467895508
843e53dffffffff,24.885163212335645,29.576045885975194,24.576623916625977
8468b43ffffffff,1.3286525697154206,111.73327810194911,20.608684539794922
8406e97ffffffff,62.39740290640257,-43.802296250750956,53.74649429321289
8448821ffffffff,28.390878492993192,-98.70770386881135,14.355672836303711
846a769ffffffff,8.582152168922184,30.085854773820536,20.228307723999023
843d353ffffffff,34.17658336398914,76.17766722214262,15.97193431854248
842534dffffffff,52.510320739525476,88.10989461402282,13.760578155517578
843905dffffffff,40.72413927506667,-6.8153132927669065,5.432962417602539
8406e17ffffffff,65.29637998851454,-42.068725243884415,96.3390884399414
8415b17ffffffff,50.28318357534141,115.48493609279504,16.591529846191406
8428815ffffffff,44.966617490586465,-116.7978827006845,16.322025299072266
849680dffffffff,-6.46865559603517,33.92037967486848,22.70079231262207
848e6cdffffffff,-12.866265506797038,-74.06252708288615,20.092729568481445
8412947ffffffff,53.381190508883925,-132.11736658460674,14.780550956726074
847a819ffffffff,5.697307490403969,47.903598983009246,17.189361572265625
84660e7ffffffff,6.931173278708929,-74.19367308606937,18.121858596801758
8425629ffffffff,54.113250508055934,104.59788665422172,17.44620704650879
84a38bdffffffff,-22.220118261476266,44.71778425335596,22.907203674316406
84444b9ffffffff,34.11351855959738,-93.2396489757043,14.1162109375
8427493ffffffff,41.56669869939943,-84.20702455327171,10.756985664367676
8410e1dffffffff,60.46957475113901,56.12730163231511,12.453750610351562
84311cdffffffff,43.49446477812736,119.27711317708335,16.465099334716797
841e1c1ffffffff,46.946984505940165,18.308213404678213,4.672557353973389
84311d1ffffffff,43.003772032172954,120.97782687170296,16.026655197143555
